setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NuJKW,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
niVka,Larriba et al. (2012),Refractive index,Liquid,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
KTndf,Navarro et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fsVDi,Shekaari and Mousavi (2009a),Refractive index,Liquid,AADYJk,O,water,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,,,,
SegAw,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAGIBL,CO,methanol,,,,
cbUAy,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
LjYyf,Calvar et al. (2006),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
PQujK,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
oHmAi,Larriba et al. (2015),Refractive index,Liquid,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,ABEKef,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",,,,
lmOSp,Larriba et al. (2015),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
RFZEK,Master and Malek (2021a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
yghGE,Master and Malek (2021a),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
GyFRW,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
oQOfA,Master and Malek (2021b),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
rswAW,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
Asmus,Anton et al. (2016),Refractive index,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
GIClC,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XJzkD,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
kejaX,Corderi et al. (2013),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
hoZyN,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
KBniR,Akbar et al. (2016),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ACNmkc,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,,
JZFaV,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
hNRvM,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AAGIBL,CO,methanol,,,,
NUwXH,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ipoKo,Gonzalez et al. (2008c),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
RgAmc,Govardhana Rao et al. (2015),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
xIQiQ,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
gXwhG,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAONLE,CCC(C)O,butan-2-ol,,,,
OVjON,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,,
tLXOI,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAQxVB,CCCC(C)O,pentan-2-ol,,,,
HtaYj,Krishna et al. (2016a),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
sWaVk,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
qrLKH,Krishna et al. (2016c),Refractive index,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
xSHEL,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
fKBFR,Krishna et al. (2017),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
YwFie,Rao et al. (2015),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
dKlua,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
xiTTW,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
qfNDv,Song et al. (2021),Refractive index,Liquid,ABBQsr,CCCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-hexylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ZoyKf,Song et al. (2021),Refractive index,Liquid,AAqbEg,CC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-ethylpyridinium trifluoroacetate,AADYJk,O,water,,,,
Pfxvl,Song et al. (2021),Refractive index,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,,
ugbpj,Song et al. (2021),Refractive index,Liquid,AAvwNA,CCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-butylpyridinium trifluoroacetate,AADYJk,O,water,,,,
AOnDD,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
CrCWc,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,,
LcWnY,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
YSpIP,Suneetha et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,,,,
qZBTF,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
NjZuN,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
CRRDb,Yan et al. (2021a),Refractive index,Liquid,AAoMBG,CC(=O)[O-].CCCCC[n+]1ccccc1,1-pentylpyridinium acetate,AADYJk,O,water,,,,
HRTLg,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
QnoFn,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
jDHtI,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
nhzyE,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nMWwh,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AArQav,CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,,,
qBRyR,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
xVZZD,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAtNQC,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-ethyl-3-methylimidazolium taurinate,,,,
ufrUK,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
DwSns,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAjgVS,CC[n+]1ccn(C)c1.NCC(=O)[O-],1-ethyl-3-methylimidazolium ammonioacetate,,,,
XaQmJ,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
uRMVA,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
hVYMl,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
pZpCF,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
ZlPPb,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALcAl,CC(=O)O,acetic acid,,,,
rdxnE,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
ytSBS,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
rCXfu,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,
zDchh,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
TYiXs,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
kyAnM,Roy et al. (2024),Refractive index,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water,
IDpCm,Roy et al. (2024),Refractive index,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,
lSQoT,Corderi and Gonzalez (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,
FJIHv,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
huirK,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
FEFzn,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
ulxVB,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
Lwfco,Carissimi et al. (2019),Refractive index,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,,
NntjS,Carissimi et al. (2019),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,,
fcIAp,Carissimi et al. (2019),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,,
UHIxg,Carissimi et al. (2019),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
ofnbJ,Corderi et al. (2013),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,
Ofcka,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAGIBL,CO,methanol,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,,
AtMUm,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
JPOch,Garcia-Mardones et al. (2014a),Refractive index,Liquid,AAGIBL,CO,methanol,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,
HKjsW,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
uzasL,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
Heulx,Mero et al. (2022),Refractive index,Liquid,AAupdg,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCCC1)C,1-ethyl-1-methylpiperidinium levulinate,,,,,,,
wAqFG,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
YyBQW,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
myySB,Mero et al. (2022),Refractive index,Liquid,AAwvZw,CC(=O)CCC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium 4-oxopentanoate,,,,,,,
DozCe,Reddy et al. (2016a),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
dTZYj,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
cGEGj,Reddy et al. (2016c),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
mVwUZ,Saien et al. (2018),Refractive index,Liquid,AADYJk,O,water,AASFbA,Oc1ccccc1,phenol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
xUfgN,Srinivasa Reddy et al. (2016a),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
uyExN,Srinivasa Reddy et al. (2016b),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
VvUCH,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
oCYYq,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
ySvgd,Vercher et al. (2010b),Refractive index,Liquid,AAGIBL,CO,methanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
bxBHr,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nekbd,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
NHVZk,Tang et al. (2014a),Refractive index,Liquid,AADYJk,O,water,AAXNrG,[Cl-].[Rb+],rubidium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nTqcd,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,,
gAWhj,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
AnEAJ,Akbar and Murugesan (2012),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
