setid,reference,property,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TxPjs,Coker et al. (1970),Normal melting temperature,Crystal,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,,,,
FzuDe,Coker et al. (1970),Normal melting temperature,Crystal 1,ABMMVl,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Cl-],tetrapentylammonium chloride,,,,,,
olPdZ,Coker et al. (1970),Normal melting temperature,Crystal 1,ABSEvj,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],butyltris(3-methylbutyl)ammonium bromide,,,,,,
NufnI,Coker et al. (1970),Normal melting temperature,Crystal,ABnixP,CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC.[Br-],trioctylpropylammonium bromide,,,,,,
zTYiO,Coker et al. (1970),Normal melting temperature,Crystal 1,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,,,,
gGord,Coker et al. (1970),Normal melting temperature,Crystal 1,ABiOFm,CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],"N,N,N-trihexylheptan-1-aminium bromide",,,,,,
ghoDv,Coker et al. (1970),Normal melting temperature,Crystal 1,ABrQFZ,CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[I-],"1-heptanaminium, N,N,N-trihexyl- iodide",,,,,,
vOHNa,Coker et al. (1970),Normal melting temperature,Crystal 1,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,,,,
yXgVR,Coker et al. (1970),Normal melting temperature,Crystal 1,ABuGqR,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[O-]Cl(=O)(=O)=O,"N,N,N-triheptylheptan-1-aminium perchlorate",,,,,,
ohxEF,Coker et al. (1970),Normal melting temperature,Crystal 1,ABolfz,CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC.[O-]Cl(=O)(=O)=O,diheptyldihexylammonium perchlorate,,,,,,
XrnUC,Coker et al. (1970),Normal melting temperature,Crystal 1,ABuAum,CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC.[I-],diheptyldihexylammonium iodide,,,,,,
yqywR,Coker et al. (1970),Normal melting temperature,Crystal 1,ABjRlX,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[O-]Cl(=O)(=O)=O,tetrahexylammonium perchlorate,,,,,,
gdBwT,Coker et al. (1970),Normal melting temperature,Crystal 1,ABzUWC,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[I-],tetraheptylammonium iodide,,,,,,
eKRhc,Coker et al. (1970),Normal melting temperature,Crystal 1,ABmByP,CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[O-]Cl(=O)(=O)=O,"1-heptanaminium, N,N,N-trihexyl- perchlorate",,,,,,
zSMHF,Coker et al. (1970),Normal melting temperature,Crystal,ABerKP,CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-],"N-heptyl-N,N,N-trihexylammonium nitrate",,,,,,
PTjcM,Coker et al. (1970),Normal melting temperature,Crystal 1,ABQePZ,CCCCC[N+](CCCCC)(CCCCC)CCCCC.N#C[S-],tetrapentylammonium thiocyanate,,,,,,
WaXZK,Couadou et al. (2013),Normal melting temperature,Crystal,ABQlBW,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trimethylsulfonium bis(trifluoromethylsulfonyl)imide,,,,,,
TcesB,Couadou et al. (2013),Normal melting temperature,Crystal,ABNWZK,C[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trimethylammonium bis((trifluoromethyl)sulfonyl)amide,,,,,,
VXbeT,Curnow et al. (2011),Normal melting temperature,Crystal,AByVQP,CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tris(diethylamino)cyclopropenium bis(trifluoromethansulfonyl)amide,,,,,,
jHtbC,Curnow et al. (2011),Normal melting temperature,Crystal,ACeoXM,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CCCC)CCCC)1c(N(CCCC)CCCC)[c+]1N(CCCC)CCCC,tris(dibutylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,,,,,,
XOphb,Curnow et al. (2011),Normal melting temperature,Crystal,ABpfbd,[N-](C#N)C#N.c(N(CCCC)CCCC)1c(N(CCCC)CCCC)[c+]1N(CCCC)CCCC,tris(dibutylamino)cyclopropenium dicyanamide,,,,,,
WAgpm,Curnow et al. (2011),Normal melting temperature,Crystal,ACOfgv,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CCC)CCC)1c(N(CCC)CCC)[c+]1N(CCC)CCC,tris(dipropylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,,,,,,
ZICMU,Curnow et al. (2011),Normal melting temperature,Crystal,ABiLqC,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1N(C)C,tris(dimethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,,,,,,
JKDzC,Curnow et al. (2018),Normal melting temperature,Crystal,ABZWrj,[N-](C#N)C#N.c(N(CCC)CCC)1c(N(CCC)CCC)[c+]1N(CCC)CCC,tris(dipropylamino)cyclopropenium dicyanamide,,,,,,
PZrwI,Curnow et al. (2018),Normal melting temperature,Crystal,ABLwXD,[N-](C#N)C#N.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCC)C,bis(diethylamino)(butylmethylamino)cyclopropenium dicyanamide,,,,,,
WgchZ,Curnow et al. (2018),Normal melting temperature,Crystal,AAtDjK,[N-](C#N)C#N.c(N(C)C)1c(N(C)C)[c+]1N(C)C,tris(dimethylamino)cyclopropenium dicyanamide,,,,,,
vtyuy,Curnow et al. (2018),Normal melting temperature,Crystal,ABpfbd,[N-](C#N)C#N.c(N(CCCC)CCCC)1c(N(CCCC)CCCC)[c+]1N(CCCC)CCCC,tris(dibutylamino)cyclopropenium dicyanamide,,,,,,
EgVFd,Curnow et al. (2018),Normal melting temperature,Crystal,ABUBNX,[N-](C#N)C#N.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCC)CCCC,bis(diethylamino)(dibutylamino)cyclopropenium dicyanamide,,,,,,
SPkyX,Curnow et al. (2018),Normal melting temperature,Crystal,ABDsRl,[N-](C#N)C#N.c(N(CC)CC)1c(N(CC)CC)[c+]1N(C)C,bis(diethylamino)(dimethylamino)cyclopropenium dicyanamide,,,,,,
eKDhc,Curnow et al. (2018),Normal melting temperature,Crystal,ABeqLx,[N-](C#N)C#N.c(N(C(C)C)C(C)C)1c(N(C(C)C)C(C)C)[c+]1N(CCCC)CCCC,bis(diisopropylamino)dibutylaminocyclopropenium dicyanamide,,,,,,
UZdGh,Curnow et al. (2018),Normal melting temperature,Crystal,ADilIs,[N-](C#N)C#N.c(N(CCCCCCCCCC)CCCCCCCCCC)1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC,tris(didecylamino)cyclopropenium dicyanamide,,,,,,
zPucA,Curnow et al. (2018),Normal melting temperature,Crystal,ADagkV,[N-](C#N)C#N.c(N(CCCCCCCCCCCCCCCCCC)C)1c(N(CCCCCCCCCCCCCCCCCC)C)[c+]1N(CCCCCCCCCCCCCCCCCC)C,tris(methyloctadecylamino)cyclopropenium dicyanamide,,,,,,
DbWsB,Curnow et al. (2020),Normal melting temperature,Crystal,ACJxzj,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.c2ccccc2Nc1c([c+]1Nc2ccccc2)Nc2ccccc2,trianilinocyclopropenium bis(trifluoromethanesulfonyl)amide,,,,,,
yGQgG,Curnow et al. (2020),Normal melting temperature,Crystal,ABnggi,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)N(c1c([c+]1N)N(CC)CC)CC,"1,2-bis(diethylamino)-3-aminocyclopropenium bis(trifluoromethanesulfonyl)amide",,,,,,
nVMvJ,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABVTJu,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",,,,,,
GKQdz,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABaofy,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium methanesulfonate",,,,,,
zDyTQ,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABgIHK,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",,,,,,
zkihj,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABwSIk,CCCCCCCCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],"2-(docosyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",,,,,,
vXNyS,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABDfRM,CCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,"2-(hexyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium tetrafluoroborate",,,,,,
XunTF,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABTocP,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium tetrafluoroborate",,,,,,
MuyGh,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABZJeA,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium tetrafluoroborate",,,,,,
vBvOn,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABedaZ,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium tetrafluoroborate",,,,,,
CeXaU,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABWLcy,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-]Cl(=O)(=O)=O,"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium perchlorate",,,,,,
dWfDV,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABbfrB,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-]Cl(=O)(=O)=O,"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium perchlorate",,,,,,
OxSnp,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABhANL,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-]Cl(=O)(=O)=O,"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium perchlorate",,,,,,
ibXsQ,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABPpAs,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium dicyanamide",,,,,,
MFPYz,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABVJBa,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium dicyanamide",,,,,,
httyd,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABaeNq,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium dicyanamide",,,,,,
cYscN,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABqnrJ,CCCCCCCCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,"2-(docosyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium dicyanamide",,,,,,
joUEc,De Gaetano et al. (2015),Normal melting temperature,Crystal,ABFKDJ,CCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],"2-(hexyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",,,,,,
qHpBB,De La Hoz et al. (2014),Normal melting temperature,Crystal,AByVvE,CCCCCCCCCCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-dodecyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,,,,,
mIYYB,De La Hoz et al. (2014),Normal melting temperature,Crystal,ABtBlu,CCCCCCCCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-decyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,,,,,
emoyO,De La Hoz et al. (2014),Normal melting temperature,Crystal,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
WzCsr,Deng et al. (2023),Normal melting temperature,Crystal,ABqGGh,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)OC(CN1C=[N+](C=C1)C=C)=O,1-(2-butoxy-2-oxoethyl)-3-vinylimidazolium bis((trifluoromethyl)sulfonyl)amide,,,,,,
IUASx,Deng et al. (2023),Normal melting temperature,Crystal,ABklwu,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC(CN1C=[N+](C=C1)C=C)=O,1-(2-ethoxy-2-oxoethyl)-3-vinylimidazolium bis((trifluoromethyl)sulfonyl)amide,,,,,,
XtJGr,Deng et al. (2023),Normal melting temperature,Crystal,AApiwC,C=C[n+]1ccn(CC(=O)OCC)c1.[Cl-],1-ethenyl-3-(2-ethoxy-2-oxoethyl)-imidazolium chloride,,,,,,
xcFXX,Ding and Xu (2018),Normal melting temperature,Crystal 1,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,,,,
efJXD,Diogo et al. (2013b),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
pwBSr,Domanska and Bogel-Lukasik (2003),Normal melting temperature,Crystal 1,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
TefnF,Domanska and Bogel-Lukasik (2004),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
focWD,Domanska and Bogel-Lukasik (2005),Normal melting temperature,Crystal,AAwuZB,CCCCCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylhexan-1-aminium bromide",,,,,,
lpQBe,Domanska and Bogel-Lukasik (2005),Normal melting temperature,Crystal 1,AAopKM,CCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide",,,,,,
JJdnC,Domanska and Bogel-Lukasik (2005),Normal melting temperature,Crystal,AAopKM,CCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide",,,,,,
bgGjP,Domanska and Bogel-Lukasik (2005),Normal melting temperature,Crystal,AArZTv,CCCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylbutanaminium bromide",,,,,,
cyoQp,Domanska and Casas (2007),Normal melting temperature,Crystal 1,ABQJqf,CCCC[P+](CCCC)(CCCC)CCCC.CS(=O)(=O)[O-],tetrabutylphosphonium methanesulfonate,,,,,,
zLxNd,Domanska and Krolikowski (2011),Normal melting temperature,Crystal,ABPKxB,CCCCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-hexyl-3-methylpyridinium 4-methylbenzenesulfonate,,,,,,
eWyZB,Domanska and Laskowska (2008),Normal melting temperature,Crystal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
nkHqA,Domanska and Marciniak (2003),Normal melting temperature,Crystal,AAxNbY,CC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-ethyl-3-methylimidazolium hexafluorophosphate,,,,,,
boXxf,Domanska and Marciniak (2003),Normal melting temperature,Crystal 1,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
OJhbG,Domanska and Mazurowska (2004),Normal melting temperature,Crystal,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
WsHWb,Domanska and Mazurowska (2004),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
TdkIH,Domanska and Morawski (2007),Normal melting temperature,Crystal,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,
DOXGg,Domanska and Morawski (2007),Normal melting temperature,Crystal,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,,,,,,
gkhez,Domanska and Paduszynski (2008),Normal melting temperature,Crystal,ABeqQL,CC1=CC=C(C=C1)S(=O)(=O)[O-].C(CCC)[P+](CCCC)(CCCC)CCCC,tetra-n-butylphosphonium p-toluenesulfonate,,,,,,
mSHRY,Domanska and Wlazlo (2016),Normal melting temperature,Crystal,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
mFCXk,Domanska and Zawadzki (2011),Normal melting temperature,Crystal,ABlkcz,CCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-butylisoquinolinium bis[(trifluoromethyl)sulfonyl]amide,,,,,,
xRxmD,Domanska et al. (2003a),Normal melting temperature,Crystal 1,ABDIXm,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-dodecyl-3-methylimidazolium chloride,,,,,,
KrzGt,Domanska et al. (2003b),Normal melting temperature,Crystal,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,,,,
rwCcU,Domanska et al. (2003b),Normal melting temperature,Crystal,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,,,
dmRQB,Domanska et al. (2006a),Normal melting temperature,Crystal,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,
xxpGA,Domanska et al. (2007b),Normal melting temperature,Crystal,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,,,,,,
roFEf,Domanska et al. (2007b),Normal melting temperature,Crystal 1,ABNZKM,CCCCCCCCCCCOC[N+](C)(C)CCO.N#C[N-]C#N,(2-hydroxyethyl)-dimethylundecyloxymethylammonium dicyanamide,,,,,,
IapOA,Domanska et al. (2007b),Normal melting temperature,Crystal 1,ABjzZa,CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC.O=C([O-])C(F)(F)F,(2-decanoyloxyethyl)dimethylpentyloxymethylammonium trifluoroacetate,,,,,,
WqOCf,Domanska et al. (2007b),Normal melting temperature,Crystal,AAwuZB,CCCCCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylhexan-1-aminium bromide",,,,,,
jyZKx,Domanska et al. (2007c),Normal melting temperature,Crystal,ABWmVd,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=[N+]([O-])[O-],Didecyldimethylammonium nitrate,,,,,,
bqJND,Domanska et al. (2008a),Normal melting temperature,Crystal,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,,,,
BZbdf,Domanska et al. (2008b),Normal melting temperature,Crystal,ABYfXZ,CC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ethyl(2-hydroxyethyl)dimethylammonium bis{(trifluomethyl)sulfonyl}imide,,,,,,
klTPt,Domanska et al. (2009d),Normal melting temperature,Crystal,ABJqRL,CCCC[n+]1ccc(C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,N-butyl-4-methylpyridinium tosylate,,,,,,
WVqMK,Domanska et al. (2009e),Normal melting temperature,Crystal,ABPKxB,CCCCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-hexyl-3-methylpyridinium 4-methylbenzenesulfonate,,,,,,
amNkr,Domanska et al. (2009e),Normal melting temperature,Crystal,ABBljf,Cc1cc[n+](C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,"1,4-dimethylpyridinium 4-methylbenzenesulfonate",,,,,,
DkssE,Domanska et al. (2009e),Normal melting temperature,Crystal,ABJqui,CCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-butyl-3-methylpyridinium 4-methylbenzenesulfonate,,,,,,
mZSMA,Domanska et al. (2009e),Normal melting temperature,Crystal,ABEVqe,Cc1cc(C)[nH+]c(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,"2,4,6-trimethylpyridinium 4-methylbenzenesulfonate",,,,,,
BwjFy,Domanska et al. (2009e),Normal melting temperature,Crystal 1,ABYpAz,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,,,,,,
EfFVC,Domanska et al. (2009e),Normal melting temperature,Crystal,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,
ZkiZL,Domanska et al. (2010c),Normal melting temperature,Crystal,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,,,,,,
dzqXK,Domanska et al. (2010c),Normal melting temperature,Crystal,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,,,,,,
MtAEf,Domanska et al. (2010e),Normal melting temperature,Crystal 1,ABenmT,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,
GDcti,Domanska et al. (2011b),Normal melting temperature,Crystal,ABrEfh,CCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexylquinolinium bis(trifluoromethylsulfonyl)amide,,,,,,
UIMcE,Domanska et al. (2011c),Normal melting temperature,Crystal 1,ABabQc,CC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,,,
AluWS,Domanska et al. (2011c),Normal melting temperature,Crystal 1,ABabQc,CC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,,,
SBsxJ,Domanska et al. (2011c),Normal melting temperature,Crystal 1,AApLNt,CCCC[N+]1(C)CCCCC1.N#C[S-],1-butyl-1-methylpiperidinium thiocyanate,,,,,,
PjvZj,Domanska et al. (2011e),Normal melting temperature,Crystal,AAxXko,CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N,1-butyl-1-methylpyrrolidinium tetracyanoborate,,,,,,
FuFhL,Domanska et al. (2012b),Normal melting temperature,Crystal,ABKxdb,CCCCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylpyridinium trifluoromethanesulfonate,,,,,,
pJRzA,Domanska et al. (2012b),Normal melting temperature,Crystal,ABKxdb,CCCCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylpyridinium trifluoromethanesulfonate,,,,,,
XGGpH,Domanska et al. (2015b),Normal melting temperature,Crystal 1,ABBRLz,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-methyl-1-propylpyrrolidinium triflate,,,,,,
UHjTn,Domanska et al. (2016b),Normal melting temperature,Crystal 1,ABWFcI,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
IEbaB,Domanska et al. (2016d),Normal melting temperature,Crystal,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,,,,
pwFoH,Domanska et al. (2016d),Normal melting temperature,Crystal,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,,,,
qcIfi,Domanska et al. (2016d),Normal melting temperature,Crystal,AAxXko,CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N,1-butyl-1-methylpyrrolidinium tetracyanoborate,,,,,,
PogYy,Domanska et al. (2017c),Normal melting temperature,Crystal,ACqwme,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tetraoctylphosphonium bis((trifluoromethyl)sulfonyl)amide,,,,,,
ERvNW,Domanska et al. (2017d),Normal melting temperature,Crystal 1,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
OlXeD,Domanska et al. (2017d),Normal melting temperature,Crystal,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,,,,
yPZbv,Domanska et al. (2017d),Normal melting temperature,Crystal 1,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
