setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MSoql,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAqJgN,CCCCCC(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",AADYJk,O,water
rxBPH,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
QIfSC,Sharma et al. (2022b),Density,Liquid,ABNqYl,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-sucrose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
pdYpv,Sharma et al. (2022e),Density,Liquid,AAfnoT,N[C@@H](Cc1ccccc1)C(=O)O,L-phenylalanine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
cqLMV,Singh et al. (2015a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
UWYDt,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
SPpLW,Kumar and Chadha (2014),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
jiaTr,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
mbLpf,Richu et al. (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
ZWuqT,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ULqZi,Patyar et al. (2018),Density,Liquid,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
cEeJz,Carvalho et al. (2014),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
GqHPf,Liu et al. (2021a),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
rsHQi,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
vifFt,Troncoso (2021),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
vJAzV,Machida et al. (2008b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
qtmfe,Machida et al. (2008b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
fuYKc,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
cKhFT,Kumar et al. (2020a),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
lMgRb,Kumar et al. (2021b),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
FHbSL,Martins et al. (2020),Density,Liquid,AAtgwj,CC(=O)O.CC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen diacetate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
mssPn,Sharma et al. (2020),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
VBnnA,Singh et al. (2015a),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
fspjJ,Taguchi et al. (2009),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,
JcWqM,Taguchi et al. (2009),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,
nItqv,Taguchi et al. (2009),Density,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,
wvqqZ,Taguchi et al. (2009),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
MOrvS,Patyar and Kaur (2022),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
xfdUl,Patyar and Kaur (2022),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
AcFtD,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
HgEXm,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAxiEX,CCCCCC[n+]1ccc(C)cc1.[Br-],1-hexyl-4-methylpyridinium bromide,AADYJk,O,water
BbxLK,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
YzpwV,Goncalves et al. (2011),Density,Liquid,ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,,,
rXDAF,Hamidova et al. (2015),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
JDkzq,Kermanpour and Sharifi (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate
uxJTQ,Machida et al. (2008b),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,,,,
ZRuou,Safarov et al. (2014a),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,,,
unAaP,Safarov et al. (2017b),Density,Liquid,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,,,,
YOkvt,Safarov et al. (2018d),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,
rMwNy,Safarov et al. (2020a),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
qTrSu,Safarov et al. (2021b),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,
afFLJ,Safarov et al. (2022),Density,Liquid,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,,,,
sNLDf,de Castro et al. (2010),Density,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,
YCPap,Aparicio et al. (2009),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,,,
KJBIk,Aparicio et al. (2009),Density,Liquid,ABCPbo,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,,,,,,
MYHJD,Bounsiar et al. (2020),Density,Liquid,AAwOrj,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,1-hexylpyridinium tetrafluoroborate,,,,,,
YBaWF,Bounsiar et al. (2020),Density,Liquid,ABhYBm,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,,,,,,
hOESy,Davila et al. (2007),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,,,,
PxWvI,Diez et al. (2023),Density,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,
SeViD,Iguchi et al. (2014),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
kTwmF,Krakowiak and Grzybkowski (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ZykJH,Lehmann et al. (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
bftay,Paez et al. (2017),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
WTqoS,Richu and Kumar (2021),Density,Liquid,AAhtMm,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,L-ascorbic acid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
MnPdR,Richu and Kumar (2021),Density,Liquid,AAXjAf,O=C(O)c1cccnc1,3-carboxylpyridine,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
sbALI,Sharma et al. (2022d),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
IKtrq,de Azevedo et al. (2005),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
uLMCJ,Sohal et al. (2021),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AADYJk,O,water
qGIHu,Esperanca et al. (2006b),Density,Liquid,ABfRtt,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
TVxGa,Esperanca et al. (2006b),Density,Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
Ovkwl,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
ALnno,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
YCRGp,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
DMkRa,Rafiee and Frouzesh (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
xlIJF,Rafiee and Frouzesh (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
gXYOi,Rafiee and Frouzesh (2017a),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
GuUwm,Rafiee and Frouzesh (2017b),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AADYJk,O,water
akUEV,Rezaei and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAjBnE,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-sorbitol,AADYJk,O,water
PopkZ,Rezaei and Rafiee (2021),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AAjBnE,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-sorbitol,AADYJk,O,water
jzVDe,Sharma and Chauhan (2014),Density,Liquid,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
BIQrc,Sharma and Chauhan (2014),Density,Liquid,AAcFLp,NC(=O)CC[C@H](N)C(=O)O,L-glutamine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
gDaaz,Rafiee and Frouzesh (2016b),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
QJUiW,Esperanca et al. (2008),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
YYWVF,Taib et al. (2014),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate
NKrxD,Tariq et al. (2013),Density,Liquid,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
NByCd,Bhattarai et al. (2011),Density,Liquid,AAGIBL,CO,methanol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
sQExt,Bioucas et al. (2022),Density,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,
hlhlx,Bucherl et al. (2017),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
xQLRr,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,
cgTNh,Krolikowska et al. (2023),Density,Liquid,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,AAIsrh,CCO,ethanol,,,
YLObv,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
cSEkd,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
hHpQL,Kumar et al. (2017b),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
zJqFL,Kumar et al. (2017c),Density,Liquid,AAhQiT,CC(=O)N[C@@H](CC(C)C)C(=O)O,N-acetyl-L-leucine,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide,AADYJk,O,water
mfdBo,Kumar et al. (2021c),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
rlnhy,Kumar et al. (2021c),Density,Liquid,AAfTmT,CC(=O)N[C@@H](CS)C(=O)O,N-acetyl-L-cysteine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
jTTVq,Rafiee and Frouzesh (2015b),Density,Liquid,AAQklV,[Br-].[Li+],lithium bromide,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
tTIdv,Sailaja et al. (2020),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",ABJzYu,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],tetrabutylammonium bromide,AADYJk,O,water
noyRz,Shekaari et al. (2015f),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
yxDpj,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
lOaPy,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
DeYCM,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
GodKs,Skonieczny and Krolikowska (2022),Density,Liquid,ABCZfn,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
Kjyur,Skonieczny and Krolikowska (2022),Density,Liquid,AAzVSZ,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium diethyl phosphate,AAIsrh,CCO,ethanol,,,
vcjAx,Zawadzki et al. (2016),Density,Liquid,AADYJk,O,water,AAtpNd,CCCC[N+]1(C)CCOCC1.[Br-],4-butyl-4-methylmorpholinium bromide,,,
Yrama,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
wLmHu,Lu et al. (2005),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
AQSta,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
pdiKV,de Azevedo et al. (2005),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
yCbWb,Patyar et al. (2018),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FTXtG,Guerrero et al. (2012a),Density,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,
juTON,Guerrero et al. (2012a),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,,,,
eKrkI,Guerrero et al. (2012b),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,
aGgsa,Guerrero et al. (2012b),Density,Liquid,ABETZR,CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,N-octyl-3-methylpyridinium tetrafluoroborate,,,,,,
tCoyj,Guerrero et al. (2012b),Density,Liquid,ABkegV,CCC[n+]1ccccc1Oc1ccc(Cl)c[n+]1CCOS(=O)(=O)[O-].F[B-](F)(F)F,2-(5-chloro-2-((1-propylpyridinium-2-yl)oxy)pyridinium-1-yl)ethyl sulfate tetrafluoroborate,,,,,,
